solving stats,integer optimal solution,7984,0,112.751,15975
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.10,6750.000000,1
0,0.10,7196.000000,1
47,1.27,7297.000000,0
120,2.00,7405.000000,0
121,2.00,7406.000000,0
140,2.19,7467.000000,1
190,2.44,7591.000000,1
197,2.46,7695.000000,0
460,4.12,7778.000000,1
560,4.75,7792.000000,1
2307,17.38,7876.000000,0
2743,20.41,7890.000000,0
3977,29.42,7891.000000,0
6760,50.70,7964.000000,1
6761,50.71,7968.000000,0
7963,60.21,7969.000000,0
8978,67.99,7974.000000,0
9181,69.56,7976.000000,0
11822,90.66,7984.000000,0
