solving stats,integer optimal solution,8539,0,23.8382,2877
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.10,7022.000000,1
0,0.22,7087.000000,1
0,0.30,7108.000000,1
10,0.80,7470.000000,1
59,1.74,7684.000000,0
60,1.74,7685.000000,0
83,2.03,8162.000000,0
100,2.20,8322.000000,1
103,2.21,8428.000000,0
173,2.71,8432.000000,0
198,2.85,8434.000000,0
199,2.85,8437.000000,0
458,5.07,8439.000000,0
736,7.30,8515.000000,0
739,7.30,8516.000000,0
972,9.37,8518.000000,0
1294,12.20,8519.000000,0
1472,13.67,8522.000000,0
1479,13.74,8524.000000,0
1560,14.37,8525.000000,1
1570,14.41,8526.000000,0
1670,15.28,8529.000000,1
1866,16.88,8536.000000,0
2059,18.40,8537.000000,0
2063,18.40,8539.000000,0
