solving stats,integer optimal solution,8436,0,16.6987,2046
0,0.00,0.000000,1
0,0.10,0.000000,1
0,0.11,7001.000000,1
0,0.31,7374.000000,1
0,0.51,7455.000000,1
36,1.38,8056.000000,0
43,1.43,8066.000000,0
70,1.72,8142.000000,0
97,2.01,8326.000000,0
671,6.53,8328.000000,0
737,6.97,8330.000000,0
786,7.41,8336.000000,0
980,8.94,8337.000000,1
981,8.94,8340.000000,0
1030,9.25,8341.000000,0
1048,9.39,8419.000000,0
1178,10.31,8429.000000,0
1220,10.58,8430.000000,0
1229,10.65,8435.000000,0
1458,12.51,8436.000000,0
