solving stats,integer optimal solution,8515,0,32.1923,4831
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.10,6805.000000,1
0,0.10,7177.000000,1
0,0.22,7491.000000,1
30,1.11,7571.000000,1
67,1.64,8065.000000,0
120,2.03,8158.000000,1
122,2.04,8167.000000,0
123,2.04,8168.000000,0
151,2.22,8176.000000,0
251,2.81,8272.000000,1
1070,8.28,8339.000000,0
1170,8.88,8432.000000,1
1403,10.44,8434.000000,0
1503,11.02,8440.000000,1
2700,19.40,8441.000000,0
2703,19.41,8445.000000,0
3656,25.81,8511.000000,0
3756,26.58,8515.000000,1
