solving stats,integer optimal solution,8226,0,78.7193,11474
0,0.00,0.000000,1
0,0.08,0.000000,1
0,0.08,7269.000000,1
60,1.22,7407.000000,1
62,1.23,7412.000000,0
154,2.09,7681.000000,0
155,2.10,7689.000000,0
228,2.56,7854.000000,0
328,3.32,7859.000000,1
1643,11.48,7931.000000,0
1776,12.22,7947.000000,0
1876,12.71,7950.000000,1
4720,29.85,8030.000000,1
4730,29.89,8108.000000,1
4732,29.89,8110.000000,0
4832,30.69,8116.000000,1
5327,34.48,8127.000000,0
6568,43.27,8217.000000,0
8395,58.13,8226.000000,0
