solving stats,integer optimal solution,8087,0,247.041,37880
0,0.00,0.000000,1
0,0.08,0.000000,1
0,0.08,6334.000000,1
0,0.09,6452.000000,1
0,0.23,6724.000000,1
0,0.36,6747.000000,1
0,0.49,6824.000000,1
30,1.33,7019.000000,1
40,1.44,7096.000000,1
57,1.57,7419.000000,0
157,2.50,7515.000000,1
161,2.51,7536.000000,0
237,2.92,7608.000000,0
337,3.62,7701.000000,1
1738,12.17,7795.000000,0
3770,24.59,7983.000000,1
7603,49.29,7992.000000,0
10896,70.89,8076.000000,0
10996,71.63,8084.000000,1
15340,100.81,8087.000000,1
