solving stats,integer optimal solution,8630,0,14.2272,1976
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.09,7281.000000,1
0,0.10,7395.000000,1
0,0.22,7564.000000,1
0,0.36,7610.000000,1
10,0.80,7668.000000,1
30,1.20,7873.000000,1
40,1.33,7951.000000,1
56,1.50,8250.000000,0
104,1.76,8256.000000,0
198,2.30,8269.000000,0
257,2.70,8433.000000,0
370,3.50,8436.000000,1
376,3.51,8448.000000,0
838,6.65,8457.000000,0
977,7.41,8527.000000,0
980,7.42,8528.000000,1
1099,8.27,8542.000000,0
1793,13.52,8630.000000,0
