solving stats,integer optimal solution,8135,0,288.405,85361
120,0.84,7413.000000,0
121,0.85,7416.000000,0
1107,3.79,7512.000000,0
1173,4.17,7609.000000,0
1277,4.46,7775.000000,0
1614,5.53,7780.000000,0
1650,5.61,7782.000000,0
1763,5.98,7872.000000,0
1914,6.40,7873.000000,0
1915,6.40,7874.000000,0
3194,10.30,7961.000000,0
3196,10.30,7964.000000,0
5249,17.15,7965.000000,0
18229,60.59,7967.000000,0
22438,74.68,7968.000000,0
24853,82.87,7969.000000,0
28689,95.83,8052.000000,0
36644,123.69,8134.000000,0
81592,279.95,8135.000000,0
