solving stats,integer optimal solution,8434,0,118.617,19841
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.10,7182.000000,1
0,0.10,7187.000000,1
0,0.22,7362.000000,1
0,0.34,7366.000000,1
20,0.72,7535.000000,1
24,0.74,8039.000000,0
31,0.82,8292.000000,0
35,0.84,8299.000000,0
41,0.88,8319.000000,0
175,1.76,8321.000000,0
186,1.89,8324.000000,0
237,2.29,8326.000000,0
360,3.21,8334.000000,0
403,3.57,8343.000000,0
583,5.07,8344.000000,0
937,7.56,8346.000000,0
1918,13.73,8349.000000,0
2463,16.91,8432.000000,0
7996,49.23,8434.000000,0
