solving stats,integer optimal solution,8531,0,23.1271,2541
0,0.00,0.000000,1
0,0.09,0.000000,1
0,0.09,7299.000000,1
0,0.09,7403.000000,1
0,0.37,7484.000000,1
0,0.50,7488.000000,1
30,0.79,7944.000000,1
39,0.81,8055.000000,0
47,0.88,8150.000000,0
58,0.97,8153.000000,0
62,0.98,8154.000000,0
75,1.10,8155.000000,0
119,1.50,8164.000000,0
157,1.80,8245.000000,0
158,1.80,8246.000000,0
164,1.81,8247.000000,0
172,1.85,8250.000000,0
175,1.87,8335.000000,0
217,2.33,8346.000000,0
240,2.49,8349.000000,0
242,2.49,8350.000000,0
369,3.63,8358.000000,0
429,4.15,8432.000000,0
480,4.62,8446.000000,1
611,5.85,8447.000000,0
711,6.99,8448.000000,1
1207,10.58,8531.000000,0
