solving stats,integer optimal solution,8423,0,45.8389,11843
83,0.60,7600.000000,0
132,0.91,7781.000000,0
176,1.09,7963.000000,0
555,2.76,8051.000000,0
659,3.27,8055.000000,0
1924,7.72,8138.000000,0
2074,8.42,8226.000000,0
2420,9.92,8230.000000,0
2423,9.93,8231.000000,0
2424,9.93,8232.000000,0
3834,15.30,8237.000000,0
5921,23.43,8311.000000,0
6061,23.99,8328.000000,0
6817,27.07,8329.000000,0
7230,28.90,8330.000000,0
9847,40.32,8338.000000,0
10224,41.92,8419.000000,0
11667,45.48,8421.000000,0
11784,45.73,8423.000000,0
