solving stats,integer optimal solution,8152,0,305.56,92817
119,0.69,7508.000000,0
257,1.07,7601.000000,0
393,1.44,7653.000000,0
394,1.44,7655.000000,0
1707,5.20,7672.000000,0
2357,6.93,7759.000000,0
2364,6.94,7769.000000,0
2769,8.18,7863.000000,0
3478,10.56,7950.000000,0
4241,12.91,7962.000000,0
4647,14.44,8044.000000,0
7671,23.97,8051.000000,0
8617,27.05,8052.000000,0
8618,27.05,8053.000000,0
14048,45.67,8141.000000,0
24255,82.18,8146.000000,0
39274,133.88,8147.000000,0
58783,202.32,8148.000000,0
58784,202.32,8150.000000,0
84803,282.82,8152.000000,0
