solving stats,integer optimal solution,8331,0,159.668,44297
56,0.32,7593.000000,0
144,0.62,7679.000000,0
315,1.11,7687.000000,0
623,2.08,7688.000000,0
964,3.06,7699.000000,0
1002,3.27,7973.000000,0
2501,8.10,7987.000000,0
2664,8.56,8053.000000,0
2852,9.33,8057.000000,0
2853,9.33,8064.000000,0
2951,9.57,8067.000000,0
3308,10.78,8068.000000,0
8489,29.68,8151.000000,0
8847,30.88,8230.000000,0
21050,78.13,8234.000000,0
22124,82.14,8239.000000,0
23933,89.19,8244.000000,0
23942,89.22,8246.000000,0
33919,129.11,8247.000000,0
35782,136.90,8323.000000,0
35815,137.02,8331.000000,0
