solving stats,integer optimal solution,8426,0,60.0516,7170
0,0.00,0.000000,1
0,0.11,0.000000,1
0,0.11,7102.000000,1
0,0.23,7546.000000,1
0,0.30,7577.000000,1
20,0.88,7662.000000,1
109,1.94,7877.000000,0
130,2.16,7952.000000,1
310,3.33,8069.000000,1
410,4.07,8071.000000,1
1130,12.34,8130.000000,1
1134,12.35,8235.000000,0
1234,13.21,8236.000000,1
1840,17.93,8308.000000,1
1841,17.94,8309.000000,0
1941,18.74,8333.000000,1
3050,28.24,8412.000000,1
3055,28.25,8417.000000,0
3056,28.25,8419.000000,0
3144,28.97,8426.000000,0
