solving stats,integer optimal solution,8252,0,47.646,5765
0,0.00,0.000000,1
0,0.11,0.000000,1
0,0.12,7174.000000,1
0,0.13,7305.000000,1
0,0.44,7750.000000,1
50,1.40,7948.000000,1
120,2.10,7952.000000,1
124,2.10,7971.000000,0
125,2.10,7973.000000,0
370,3.56,7980.000000,0
372,3.57,7984.000000,0
440,4.13,8139.000000,1
558,5.02,8152.000000,0
1176,12.76,8156.000000,0
1285,13.76,8158.000000,0
1450,15.46,8225.000000,1
1454,15.48,8238.000000,0
1554,16.48,8245.000000,1
2319,22.90,8246.000000,0
2530,24.46,8247.000000,0
2630,25.29,8252.000000,1
