solving stats,integer optimal solution,8314,0,39.9539,4699
0,0.00,0.000000,1
0,0.08,0.000000,1
0,0.08,6698.000000,1
0,0.09,6820.000000,1
0,0.28,7198.000000,1
62,1.09,7586.000000,0
66,1.09,7589.000000,0
67,1.09,7590.000000,0
180,1.93,7749.000000,1
186,1.96,7862.000000,0
426,3.69,8028.000000,0
825,9.56,8045.000000,0
997,10.78,8058.000000,0
1003,10.79,8060.000000,0
1145,12.10,8120.000000,0
1147,12.11,8127.000000,0
1201,12.69,8220.000000,0
2407,23.14,8224.000000,0
2990,27.87,8227.000000,0
3090,28.53,8229.000000,1
3451,31.19,8314.000000,0
