solving stats,integer optimal solution,8451,0,38.5532,5119
0,0.00,0.000000,1
0,0.10,0.000000,1
0,0.10,6525.000000,1
0,0.11,7102.000000,1
0,0.35,7395.000000,1
55,1.01,7425.000000,0
90,1.38,7698.000000,0
126,1.55,8071.000000,0
189,1.95,8086.000000,0
257,2.37,8252.000000,0
1168,10.54,8266.000000,0
1988,16.44,8344.000000,1
1990,16.44,8345.000000,0
1991,16.44,8348.000000,0
2091,17.10,8350.000000,1
2551,20.11,8356.000000,0
2552,20.11,8358.000000,0
2980,23.28,8360.000000,0
3061,23.89,8447.000000,0
3161,24.67,8449.000000,1
3204,24.98,8451.000000,0
