solving stats,integer optimal solution,8053,0,86.8683,10393
0,0.00,0.000000,1
0,0.10,0.000000,1
0,0.10,6340.000000,1
0,0.11,6535.000000,1
0,0.38,6832.000000,1
50,1.41,6927.000000,1
60,1.53,7390.000000,1
83,1.78,7509.000000,0
155,2.80,7608.000000,0
190,3.03,7781.000000,1
328,4.24,7880.000000,0
351,4.51,7946.000000,0
394,4.85,7952.000000,0
494,5.76,7953.000000,1
1034,10.84,7966.000000,0
1610,18.93,8039.000000,0
2909,29.16,8041.000000,0
2910,29.16,8042.000000,0
3010,30.02,8047.000000,1
3339,32.55,8050.000000,0
9332,80.45,8053.000000,0
