solving stats,integer optimal solution,8176,0,68.3279,9160
0,0.00,0.000000,1
0,0.12,0.000000,1
0,0.12,6740.000000,1
0,0.13,6931.000000,1
0,0.53,7088.000000,1
10,0.83,7180.000000,1
67,1.66,7322.000000,0
113,2.22,7432.000000,0
114,2.22,7434.000000,0
157,2.59,7710.000000,0
159,2.60,7713.000000,0
160,2.60,7715.000000,0
460,5.32,7775.000000,1
490,5.54,7784.000000,1
703,9.42,7786.000000,0
1129,12.29,7793.000000,0
1220,12.91,7986.000000,1
1221,12.92,7988.000000,0
2311,20.91,8073.000000,0
2411,21.64,8082.000000,1
2583,23.05,8169.000000,0
2683,23.62,8174.000000,1
3600,30.64,8176.000000,1
