solving stats,integer optimal solution,8128,0,71.4483,8592
0,0.00,0.000000,1
0,0.11,0.000000,1
0,0.12,6998.000000,1
0,0.12,7001.000000,1
58,1.61,7383.000000,0
162,2.60,7390.000000,0
194,2.90,7600.000000,0
604,8.87,7675.000000,1
814,10.42,7826.000000,1
1015,12.30,7835.000000,0
1016,12.31,7836.000000,0
1064,12.76,7837.000000,1
1744,18.71,7840.000000,0
1844,19.64,7934.000000,1
2824,27.73,7941.000000,0
2825,27.74,7943.000000,0
3737,35.35,7957.000000,0
5067,45.96,8044.000000,0
7215,63.27,8128.000000,0
