solving stats,integer optimal solution,8155,0,397.296,105817
37,0.21,7751.000000,0
45,0.23,7757.000000,0
56,0.24,7767.000000,0
197,0.69,7836.000000,0
201,0.70,7841.000000,0
206,0.70,7844.000000,0
212,0.71,7845.000000,0
219,0.72,7846.000000,0
238,0.73,7847.000000,0
272,0.81,7851.000000,0
304,0.94,7853.000000,0
345,1.10,8049.000000,0
625,2.32,8051.000000,0
639,2.36,8053.000000,0
754,2.86,8056.000000,0
1191,4.38,8125.000000,0
1192,4.38,8126.000000,0
1215,4.45,8129.000000,0
1465,5.68,8130.000000,0
1471,5.69,8132.000000,0
1920,7.51,8136.000000,0
1921,7.52,8137.000000,0
3189,12.80,8149.000000,0
3197,12.84,8151.000000,0
3203,12.86,8153.000000,0
11385,49.32,8155.000000,0
