solving stats,integer optimal solution,8091,0,110.61,34535
95,0.54,7794.000000,0
173,0.97,7892.000000,0
175,0.98,7893.000000,0
756,2.61,7894.000000,0
1762,5.66,7896.000000,0
2584,7.91,7983.000000,0
2881,9.00,7984.000000,0
3078,9.57,7992.000000,0
3079,9.57,7995.000000,0
3947,12.36,8069.000000,0
3948,12.36,8070.000000,0
5370,17.38,8072.000000,0
7490,24.38,8079.000000,0
8443,27.57,8081.000000,0
18817,62.96,8084.000000,0
18976,63.49,8087.000000,0
19308,64.84,8089.000000,0
31475,102.70,8091.000000,0
