solving stats,integer optimal solution,8258,0,136.836,43024
67,0.41,7685.000000,0
139,0.75,7799.000000,0
2689,7.72,7867.000000,0
2690,7.72,7868.000000,0
3439,9.96,7871.000000,0
4085,11.80,8058.000000,0
7336,22.55,8064.000000,0
10833,34.09,8065.000000,0
12176,38.56,8068.000000,0
14936,47.39,8148.000000,0
15628,49.67,8149.000000,0
16716,53.39,8153.000000,0
16725,53.43,8245.000000,0
28881,94.16,8248.000000,0
28882,94.17,8249.000000,0
31093,101.75,8252.000000,0
35696,118.45,8255.000000,0
35698,118.45,8258.000000,0
